title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,sell_through_rate,demand_tier,revenue_proxy_usd,log_sold,log_revenue_proxy,sqrt_available,resolution_class,has_night_vision,has_color_night,has_wide_angle,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score
SANNCE Wireless 3MP Two Way Audio IP Security Camera System 8MP 16CH NVR WIFI AI,Sannce,N48WHG-71GL,,Digital Video Recorders,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,69.99,,0.0,0.0,0,Value ($25–$75),4.262539,4.37,708.0,100.0,0.8762,High Demand,49552.92,6.563856,10.810817,10.0,8MP,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,16.0,1,3,64.39,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,8.0,97.8
Reolink Elite WiFi 8MP 4K Dual-Lens Plug-in Security Camera Color Night Vision,Reolink,,,Dual-Lens Plug-In Security Camera,Security Cameras,Reolink,Prosumer,New,5,139.99,,0.0,0.0,0,Mid-Range ($75–$200),4.948689,,64.0,9.0,0.8767,Medium Demand,8959.36,4.174387,9.100566,3.0,4K,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,64.92,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2.0,99.5
New Ring Floodlight Cam Pro Wired 2nd Gen (Newest Model) Retinal 4K - Black,Ring,5CCEA3,0840414626881,Floodlight Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,185.0,,0.0,0.0,0,Mid-Range ($75–$200),5.225747,,36.0,4.0,0.9,Medium Demand,6660.0,3.610918,8.804025,2.0,4K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,65.67,Seller_60,New York,NY,United States,168,11,0.9385,0,4.0,98.9
4Pcs Wireless Security Camera System Outdoor WiFi 360 Solar Battery Powered IP,Woolink,,769230880102,Complete System,IP/Smart Camera Systems,Other/Generic,Value,New,5,128.99,,0.0,0.0,0,Mid-Range ($75–$200),4.867458,,66.0,10.0,0.8684,Medium Demand,8513.34,4.204693,9.049507,3.1623,Unknown,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,4,2,64.59,Seller_2,Pomona,CA,United States,162,59,0.733,0,2.0,99.5
ANNKE 8CH NVR 4K Audio POE Security Camera System Human Vehicle Detection Color,Annke,AU-N98PBL-91DF,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,139.79,236.93,41.0,97.14,1,Mid-Range ($75–$200),4.947269,17.47,6.0,12.0,0.3333,Low Demand,838.74,1.94591,6.733092,3.4641,4K,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8.0,1,2,50.53,Seller_29,Hebron,KY,United States,161,61,0.7252,0,62.0,83.0
2 Pack Rechargeable Battery A-1 for Arlo Pro 2 Camera VMA4400 VMS4230 VMC4030P,Unknown,"A-1, A-1B, A-1C, 308-10029-01",,Rechargeable Battery,Accessories,Arlo,Generic/Unknown,New,5,41.99,,0.0,0.0,0,Value ($25–$75),3.760968,,107.0,10.0,0.9145,Medium Demand,4492.93,4.682131,8.410483,3.1623,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,0,66.25,Seller_61,Perth Amboy,New Jersey,United States,1,14,0.0667,1,4.0,98.9
Arlo Essential Indoor Pan Tilt Security Camera 2K (2025 Release) -2 Cam Set NEW,Arlo,VMC3273-100NAS,193108148504,Camera,Security Cameras,Arlo,Premium Consumer,New,5,59.97,,0.0,0.0,0,Value ($25–$75),4.110382,,2.0,1.0,0.6667,Low Demand,119.94,1.098612,4.795295,1.0,2K/2MP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,56.01,Seller_62,,,,0,0,,0,8.0,97.8
ANNKE HD 4K/5MP 16CH/32CH Digital Video Recorder 5in1 DVR for CCTV Camera System,Annke,D961BC/DX31NB/DW61LN,,Voice Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,107.99,179.99,40.0,72.0,1,Mid-Range ($75–$200),4.691256,6.75,77.0,10.0,0.8851,Medium Demand,8315.23,4.356709,9.025964,3.1623,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16.0,1,1,71.88,Seller_14,,,,0,0,,0,67.0,81.6
Reolink Duo 2 PoE 4K Security Camera System Outdoor Human/Vehicle/Pet Detection,Reolink,,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,149.99,,0.0,0.0,0,Mid-Range ($75–$200),5.017214,,78.0,20.0,0.7959,Medium Demand,11699.22,4.369448,9.367363,4.4721,4K,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,61.6,Seller_3,Houston,Texas,United States,1,28,0.0345,1,3.0,99.2
16 Gauge Heavy Duty DVR/NVR Security Lock Box with Cooling Fan -21 x 21 x 8 In,Centropower,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,129.99,,0.0,0.0,0,Mid-Range ($75–$200),4.875121,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,0.0,Seller_63,Arlington,TX,United States,168,11,0.9385,0,,
FyuuI Wireless Security NVR 8CH CCTV Recorder HDMI VGA No HDD Included,Fyuui,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,69.99,,0.0,0.0,0,Value ($25–$75),4.262539,8.75,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,1,2,0.0,Seller_64,Jacksonville,FL,United States,168,11,0.9385,0,,
"eufy Security Baby Monitor E21 with 4K UHD Camera, 5'' 720p Display 8X Zoom 24/7",Eufy,AKT8354,194644190903,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,135.99,259.99,47.69,124.0,1,Mid-Range ($75–$200),4.919908,,192.0,244.0,0.4404,High Demand,26110.08,5.26269,10.170115,15.6205,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,61.77,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
AXIS P5534 60HZ,Axis,,,Ptz,Security Cameras,Other/Generic,Premium Enterprise,Used,2,45.0,,0.0,0.0,0,Value ($25–$75),3.828641,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,Seller_65,Mount Pleasant,Michigan,United States,1,11,0.0833,1,,
ADATA 10 inch Display with 4 channel dvr,Adata,,,Dvr /Display,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,40.0,,0.0,0.0,0,Value ($25–$75),3.713572,10.0,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,1,1,26.04,Seller_66,Glen Cove,NY,United States,168,11,0.9385,0,48.0,86.8
Wireless WIFI Camera Home Security System Outdoor CCTV 5MP 10CH 1TB NVR Lot,Jennov,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,43.11,,0.0,0.0,0,Value ($25–$75),3.786687,4.31,15.0,10.0,0.6,Medium Demand,646.65,2.772589,6.47335,3.1623,5MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,10.0,1,2,51.63,Seller_67,Grand Prairie,TX,United States,168,12,0.9333,0,29.0,92.1
Security Camera System Outdoor Wireless 5MP NVR WIFI Two Way Audio Night Vision,Jennov,,,Ptz,Cctv Systems,Other/Generic,Other Brand,Certified Refurbished,3,189.99,199.99,5.0,10.0,1,Mid-Range ($75–$200),5.252221,,3.0,10.0,0.2308,Low Demand,569.97,1.386294,6.347337,3.1623,5MP,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,,1,4,38.93,Seller_45,Grand Prairie,TX,United States,168,52,0.7636,0,22.0,94.0
SANNCE 4CH/8CH/16CH 1080P Lite 5in1 DVR Recorder Video fr Security Camera System,Sannce,DN41CS-DN81BS-DT61BH,,Dvr Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,129.99,,0.0,0.0,0,Mid-Range ($75–$200),4.875121,32.5,367.0,50.0,0.8801,High Demand,47706.33,5.908083,10.77284,7.0711,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,1,1,65.05,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,2.0,99.5
American Dynamics ADHD32060A Hybrid Digital Video Recorder,American Dynamics,ADHD32060A,765066008291,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,193.99,,0.0,0.0,0,Mid-Range ($75–$200),5.272948,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,29.85,Seller_68,Atlanta,Georgia,United States,7,14,0.3333,0,2.0,99.5
Mikrotik Cloud Router Switch CRS326-24G-2S+RM,Mikrotik,,,Router Switch,Accessories,Other/Generic,Other Brand,New,5,140.0,,0.0,0.0,0,Mid-Range ($75–$200),4.94876,,31.0,10.0,0.7561,Medium Demand,4340.0,3.465736,8.37586,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,60.09,Seller_69,San Jose,CA,United States,169,24,0.8756,0,2.0,99.5
ADT OC845 1080p Wireless Security Camera | White Color | Outdoor,Adt,,,Audio Intercom,Security Cameras,Other/Generic,Other Brand,New,5,89.99,,0.0,0.0,0,Mid-Range ($75–$200),4.51075,,40.0,8.0,0.8333,Medium Demand,3599.6,3.713572,8.188856,2.8284,1080P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,61.53,Seller_70,Atlanta,GA,United States,208,11,0.9498,0,22.0,94.0
CCTV BNC Video Power Extension Cable For Security Camera DVR System HD,Gator Cable,CCTV-Security-Surveillance-BNC-Cable-DVR-4K-Black,,Cctv Video Cable Bnc Extension Wire,Accessories,Other/Generic,Other Brand,New,5,24.99,,0.0,0.0,0,Budget (<$25),3.257712,,10872.0,10.0,0.9991,Viral (Top 5%),271691.28,9.294038,12.512425,3.1623,720P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,1,69.63,Seller_71,Boca Raton,FL,United States,168,11,0.9385,0,4.0,98.9
Solar Alarm LED Light Solar Strobe Light Wireless Motion Sensor Detector Outdoor,Linkpal,,,Solar Alarm,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,13.96,,0.0,0.0,0,Budget (<$25),2.70538,,3314.0,10.0,0.997,Viral (Top 5%),46263.44,8.106213,10.742129,3.1623,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,69.64,Seller_72,Pomona,CA,United States,168,11,0.9385,0,3.0,99.2
Ubiquiti UniFi G5/G6 PTZ Camera Corner Mount,Ubiquiti Networks,,,Camera Mount,Security Camera Brackets & Mounts,Other/Generic,Other Brand,New,5,18.0,,0.0,0.0,0,Budget (<$25),2.944439,,26.0,10.0,0.7222,Medium Demand,468.0,3.295837,6.150603,3.1623,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,58.74,Seller_73,Houston,TX,United States,170,11,0.9392,0,2.0,99.5
"Hiseeu 10""LCD 10CH NVR WIFI IP Wireless Security Camera System Outdoor 1TB HDD",Hiseeu,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,220.99,245.54,10.0,24.55,1,Premium ($200–$500),5.402632,22.1,81.0,10.0,0.8901,Medium Demand,17900.19,4.406719,9.792622,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,10.0,1,2,68.18,Seller_55,Jersey City,New Jersey,United States,1,28,0.0345,1,5.0,98.6
eufy 2K Outdoor Solar Security Cameras (SoloCam S230) Spotlight Cam Night Vision,Eufy,AKT8124,194644036287,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,145.99,449.99,67.56,304.0,1,Mid-Range ($75–$200),4.990365,,1230.0,400.0,0.7546,Viral (Top 5%),179567.7,7.115582,12.098313,20.0,2K/2MP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,2,80.3,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
Genuine New Extra Battery for ARLO PRO 2 Security Camera VMA4400 VMS4230 VCS4500,Unknown,"A-1, 308-10029-01, VMS4230-100PAS, VMC4030P-100NAS, VMA4400, VCS4500C, VMS4230P",,Rechargeable Battery,Accessories,Arlo,Generic/Unknown,New,5,21.9,,0.0,0.0,0,Budget (<$25),3.131137,,600.0,10.0,0.9836,High Demand,13140.0,6.398595,9.483492,3.1623,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,66.46,Seller_61,Perth Amboy,New Jersey,United States,1,14,0.0667,1,35.0,90.4
eufy eufyCam S4 Security Solar Camera Wireless Outdoor 4K UHD Color 360 Pan/Tilt,Eufy,AKT8172,194644308599,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,279.99,,0.0,0.0,0,Premium ($200–$500),5.638319,,162.0,3.0,0.9818,Medium Demand,45358.38,5.09375,10.722372,1.7321,4K,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,3,69.12,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
ANNKE 3K 8MP 4K 12MP Audio PoE IP Security Camera Outdoor Color Night Vision AI,Annke,91DM/91DL/91DF/51EM/51EL/51EN/51ES/51EF/91DS/91DH,,Bullet/Turret,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,34.99,,0.0,0.0,0,Value ($25–$75),3.583241,,724.0,200.0,0.7835,High Demand,25332.76,6.586172,10.139893,14.1421,4K,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,61.19,Seller_29,Flanders,NJ,United States,162,60,0.7297,0,2.0,99.5
ANNKE 16CH 8CH 3K 5MP Lite H.265+ 5IN1 DVR CCTV Security Video Recorder AI Alert,Annke,DW81KN/DW61LN,,Alarm/Sensor,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,56.24,,0.0,0.0,0,Value ($25–$75),4.047253,3.52,104.0,10.0,0.9123,Medium Demand,5848.96,4.65396,8.67419,3.1623,5MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.0,1,1,66.25,Seller_74,Hebron,KY,United States,162,60,0.7297,0,3.0,99.2
"Ring Floodlight Cam Wired Outdoor Security Camera Lot of 7 Units, For Parts Only",Ring,,,Floodlight Camera,Security Cameras,Ring (Amazon),Premium Consumer,For Parts,1,152.5,,0.0,0.0,0,Mid-Range ($75–$200),5.033701,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,0,0.0,Seller_75,Alpharetta,GA,United States,170,19,0.8995,0,,
Ring Wall Mount for Cameras and Solar Panels -White,Unknown,,,Other,Security Camera Brackets & Mounts,Ring (Amazon),Generic/Unknown,New,5,26.09,,0.0,0.0,0,Value ($25–$75),3.299165,,96.0,18.0,0.8421,Medium Demand,2504.64,4.574711,7.826299,4.2426,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,63.26,Seller_76,New York,New York,United States,1,14,0.0667,1,5.0,98.6
ANNKE 4K/3K/5MP 16CH/32CH Digital Video Recorder 5in1 DVR for Security Camera,Annke,D961BC/DX31NB/DW61LN,,Voice Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,104.99,,0.0,0.0,0,Mid-Range ($75–$200),4.663345,6.56,96.0,100.0,0.4898,Medium Demand,10079.04,4.574711,9.218313,10.0,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.0,1,1,49.44,Seller_29,Hebron,KY,United States,162,60,0.7297,0,2.0,99.5
"Floodlight Cam Pro with 2K Video and Ring Vision, 2 LED Lights, Dual Band Wi-Fi",Ring,B0CG6RXMNV/B08FCWQWDZ,840268949747,Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,147.25,155.0,5.0,7.75,1,Mid-Range ($75–$200),4.9989,,30.0,10.0,0.75,Medium Demand,4417.5,3.433987,8.393556,3.1623,2K/2MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,60.69,Seller_77,Los Angeles,CA,United States,162,60,0.7297,0,10.0,97.3
ANNKE 8CH 5MP Lite DVR Outdoor 1080P CCTV ecurity Camera System AI Color Night,Annke,AU-DW81KT-T1GJ,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,100.79,119.99,16.0,19.2,1,Mid-Range ($75–$200),4.622912,12.6,654.0,10.0,0.9849,High Demand,65916.66,6.484635,11.096162,3.1623,5MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,3,73.78,Seller_14,,,,0,0,,0,5.0,98.6
ZOSI 8CH/16CH 5MP/8MP POE IP Security Camera System 4K AI Face Detect NVR Audio,Zosi,,,5Mp/8Mp Poe Camera System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,369.99,,0.0,0.0,0,Premium ($200–$500),5.916175,46.25,50.0,3.0,0.9434,Medium Demand,18499.5,3.931826,9.825553,1.7321,4K,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8.0,1,2,67.5,Seller_35,Walton,Kentucky,United States,1,28,0.0345,1,3.0,99.2
"Hybrid 16CH DVR for TVI, AHD, CVI, CVBS &  Cameras",Unknown,,,Dvr Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Generic/Unknown,New,5,175.99,219.99,20.0,44.0,1,Mid-Range ($75–$200),5.176093,11.0,,,,No Sales Data,0.0,0.0,0.0,0.0,720P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.0,1,1,35.43,Seller_78,Absecon,NJ,United States,162,20,0.8901,0,7.0,98.1
ROLA Mini Companion Robot with Camera | AI Smart Pet Interactive Home Assistant,Enabot,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,169.0,,0.0,0.0,0,Mid-Range ($75–$200),5.135798,,1.0,50.0,0.0196,Low Demand,169.0,0.693147,5.135798,7.0711,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,28.74,Seller_79,Newtown,Pennsylvania,United States,43,173,0.1991,0,25.0,93.2
eufy Security eufyCam E330 4K Outdoor Security Camera System with 1TB HDD|Refurb,Eufy,AKE8600,194644177751,Complete System,IP/Smart Camera Systems,Eufy (Anker),Premium Consumer,Certified Refurbished,3,329.0,599.99,45.17,270.99,1,Premium ($200–$500),5.799093,,571.0,15.0,0.9744,High Demand,187859.0,6.349139,12.143452,3.873,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,1,0,82.38,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
"EDISHINE Motion Sensor, Automatic Dusk to Dawn, 180 Degree Replacement Brown",Edishine,,,Replacement Motion Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,13.99,,0.0,0.0,0,Budget (<$25),2.707383,,107.0,10.0,0.9145,Medium Demand,1496.93,4.682131,7.311839,3.1623,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,65.11,Seller_80,Multiple locations,United States,United States,1,28,0.0345,1,18.0,95.1
